t(ticks); id_viat; destin; t_estacion; t_vida; observ
    1349;   22803;      S;         70;   1161; Encerrado!
    1349;   22805;      N;         70;   1161; Encerrado!
    1349;   22806;      N;        100;   1160; Encerrado!
    1349;    3183;      S;        100;   1324; Encerrado!
    1349;   22807;      W;         90;   1160; Encerrado!
    1349;   22808;      W;         20;   1160; Encerrado!
    1349;   22809;      S;         30;   1160; Encerrado!
    1349;   22810;      S;        100;   1160; Encerrado!
    1349;   22811;      S;         50;   1160; Encerrado!
    1349;   22812;      S;         50;   1160; Encerrado!
    1349;   22813;      S;         80;   1160; Encerrado!
    1349;   22815;      E;         20;   1160; Encerrado!
    1349;   22816;      N;        100;   1160; Encerrado!
    1349;   22817;      N;         10;   1160; Encerrado!
    1349;   22818;      S;         60;   1160; Encerrado!
    1349;   22819;      W;         30;   1160; Encerrado!
    1350;   22820;      W;         80;   1161; Encerrado!
    1350;   22821;      S;         20;   1161; Encerrado!
    1350;   22822;      S;         80;   1161; Encerrado!
    1350;   22823;      E;         40;   1161; Encerrado!
    1350;   22824;      S;         30;   1161; Encerrado!
    1350;   22825;      N;         30;   1161; Encerrado!
    1350;   22826;      W;         70;   1161; Encerrado!
    1350;   22814;      W;         30;   1161; Encerrado!
    1350;   22827;      S;         40;   1161; Encerrado!
    1350;   22828;      W;         70;   1161; Encerrado!
    1350;   22829;      N;         80;   1161; Encerrado!
    1350;   22830;      N;         30;   1161; Encerrado!
    1350;   22831;      E;         20;   1161; Encerrado!
    1351;   22832;      E;         10;   1162; Encerrado!
    1351;   22833;      E;         90;   1162; Encerrado!
    1351;   22834;      S;         70;   1162; Encerrado!
    1351;   22835;      W;         90;   1162; Encerrado!
    1351;   22836;      W;         30;   1162; Encerrado!
    1351;   22837;      W;         10;   1162; Encerrado!
    1351;   22838;      S;         70;   1162; Encerrado!
    1351;   22839;      S;         20;   1162; Encerrado!
    1351;   22840;      S;         10;   1162; Encerrado!
    1351;   22841;      N;         90;   1162; Encerrado!
    1351;   22842;      E;         20;   1162; Encerrado!
    1351;   22843;      S;         40;   1162; Encerrado!
    1351;   22844;      W;         90;   1162; Encerrado!
    1351;   22845;      S;         10;   1162; Encerrado!
    1351;   22846;      E;        100;   1162; Encerrado!
    1351;   22847;      E;         60;   1162; Encerrado!
    1351;   22848;      S;         20;   1162; Encerrado!
    1351;   22849;      W;         70;   1162; Encerrado!
    1351;   22850;      W;         50;   1162; Encerrado!
    1351;   22851;      N;         90;   1162; Encerrado!
    1352;   22852;      S;        100;   1163; Encerrado!
    1352;   22853;      S;        100;   1163; Encerrado!
    1352;   22854;      E;         80;   1163; Encerrado!
    1352;   22855;      N;         20;   1163; Encerrado!
    1352;   22856;      E;        100;   1163; Encerrado!
    1352;   22857;      N;        100;   1163; Encerrado!
    1352;   22858;      N;         40;   1163; Encerrado!
    1352;    3191;      W;         70;   1327; Encerrado!
    1352;   22860;      W;         80;   1163; Encerrado!
    1352;   22861;      S;         30;   1163; Encerrado!
    1352;   22862;      W;         20;   1163; Encerrado!
    1352;   22863;      W;         80;   1163; Encerrado!
    1352;   22864;      S;         40;   1163; Encerrado!
    1353;   22865;      N;        100;   1164; Encerrado!
    1353;   22866;      E;         20;   1164; Encerrado!
    1353;   22867;      W;         10;   1164; Encerrado!
    1353;   22868;      S;         40;   1164; Encerrado!
    1353;   22869;      W;         60;   1164; Encerrado!
    1353;   22870;      E;         90;   1164; Encerrado!
    1353;   22871;      S;         80;   1164; Encerrado!
    1353;   22872;      E;         50;   1164; Encerrado!
    1353;   22873;      W;         70;   1164; Encerrado!
    1353;   22874;      S;         40;   1164; Encerrado!
    1353;   22875;      W;         10;   1164; Encerrado!
    1353;   22876;      W;         30;   1164; Encerrado!
    1353;   22877;      S;        100;   1164; Encerrado!
    1353;   22878;      W;         10;   1164; Encerrado!
    1353;   22879;      W;         70;   1164; Encerrado!
    1353;   22880;      E;         60;   1164; Encerrado!
    1353;   22881;      W;         40;   1164; Encerrado!
    1353;   22882;      E;         60;   1164; Encerrado!
    1353;   22883;      E;         10;   1164; Encerrado!
    1353;   22884;      E;         90;   1164; Encerrado!
    1354;   22885;      N;         30;   1165; Encerrado!
    1354;   22886;      W;         80;   1165; Encerrado!
    1354;   22887;      W;         30;   1165; Encerrado!
    1354;   22888;      W;         90;   1165; Encerrado!
    1354;   22889;      W;         90;   1165; Encerrado!
    1354;   22890;      E;         50;   1165; Encerrado!
    1354;   22891;      N;         90;   1165; Encerrado!
    1354;   22892;      S;         90;   1165; Encerrado!
    1354;   22893;      N;         80;   1165; Encerrado!
    1354;   22894;      W;         20;   1165; Encerrado!
    1354;   22895;      S;         10;   1165; Encerrado!
    1354;   22896;      E;         60;   1165; Encerrado!
    1354;   22897;      S;         30;   1165; Encerrado!
    1354;   22898;      E;         50;   1165; Encerrado!
    1354;   22899;      N;        100;   1165; Encerrado!
    1355;   22900;      W;        100;   1166; Encerrado!
    1355;   22901;      N;         60;   1166; Encerrado!
    1355;   22902;      N;         80;   1166; Encerrado!
    1355;   22903;      W;         30;   1166; Encerrado!
    1355;   22904;      S;         20;   1166; Encerrado!
    1355;   22905;      W;         10;   1166; Encerrado!
    1355;   22906;      E;         80;   1166; Encerrado!
    1355;   22907;      E;         20;   1166; Encerrado!
    1355;   22908;      N;        100;   1166; Encerrado!
    1355;   22909;      E;         90;   1166; Encerrado!
    1355;   22910;      S;         10;   1166; Encerrado!
    1355;   22911;      N;         10;   1166; Encerrado!
    1355;   22912;      W;        100;   1166; Encerrado!
    1355;   22913;      W;        100;   1166; Encerrado!
    1355;   22914;      W;         90;   1166; Encerrado!
    1355;   22915;      S;         60;   1166; Encerrado!
    1355;   22916;      N;         50;   1166; Encerrado!
    1355;   22917;      N;         60;   1166; Encerrado!
    1355;   22918;      W;        100;   1166; Encerrado!
    1355;   22919;      W;         30;   1166; Encerrado!
    1356;   22920;      S;         10;   1167; Encerrado!
    1356;   22921;      S;         40;   1167; Encerrado!
    1356;   22922;      S;         60;   1167; Encerrado!
    1356;   22923;      S;         40;   1167; Encerrado!
    1356;   22924;      S;         20;   1167; Encerrado!
    1356;   22925;      E;         10;   1167; Encerrado!
    1356;   22926;      N;         60;   1167; Encerrado!
    1356;   22927;      S;         30;   1167; Encerrado!
    1356;   22928;      E;         30;   1167; Encerrado!
    1356;   22929;      E;         20;   1167; Encerrado!
    1356;   22930;      N;         90;   1167; Encerrado!
    1356;   22931;      W;         20;   1167; Encerrado!
    1356;   22932;      E;         20;   1166; Encerrado!
    1356;   22933;      W;         80;   1166; Encerrado!
    1357;   22934;      E;         30;   1167; Encerrado!
    1357;   22935;      E;         80;   1167; Encerrado!
    1357;   22936;      W;         20;   1167; Encerrado!
    1357;   22937;      N;         70;   1167; Encerrado!
    1357;   22938;      E;        100;   1167; Encerrado!
    1357;   22939;      N;        100;   1167; Encerrado!
    1357;   22940;      N;         90;   1167; Encerrado!
    1357;   22941;      S;         60;   1167; Encerrado!
    1357;   22942;      W;         70;   1167; Encerrado!
    1357;   22943;      W;        100;   1167; Encerrado!
    1357;   22944;      E;         30;   1167; Encerrado!
    1357;   22945;      E;         20;   1167; Encerrado!
    1357;   22946;      N;         70;   1167; Encerrado!
    1357;   22947;      N;         90;   1167; Encerrado!
    1357;   22948;      N;         90;   1167; Encerrado!
    1357;   22949;      W;         70;   1167; Encerrado!
    1357;   22951;      S;         60;   1167; Encerrado!
    1357;   22952;      S;         80;   1167; Encerrado!
    1357;   22953;      W;         60;   1167; Encerrado!
    1357;   22954;      S;         30;   1167; Encerrado!
    1357;   22955;      N;         50;   1167; Encerrado!
    1358;   22950;      E;         10;   1168; Encerrado!
    1358;   22956;      N;         10;   1168; Encerrado!
    1358;   22957;      E;        100;   1168; Encerrado!
    1358;   22958;      S;         30;   1168; Encerrado!
    1358;   22959;      S;         50;   1168; Encerrado!
    1358;   22960;      S;         90;   1168; Encerrado!
    1358;   22961;      S;         80;   1168; Encerrado!
    1358;   22963;      S;         30;   1168; Encerrado!
    1358;   22964;      N;         60;   1168; Encerrado!
    1358;   22962;      S;         10;   1168; Encerrado!
    1358;   22965;      N;         60;   1168; Encerrado!
    1358;   22966;      S;        100;   1168; Encerrado!
    1358;   22967;      W;         70;   1168; Encerrado!
    1358;   22968;      E;         20;   1168; Encerrado!
    1358;   22969;      N;         80;   1168; Encerrado!
    1359;   22970;      S;         60;   1169; Encerrado!
    1359;   22971;      W;         80;   1169; Encerrado!
    1359;   22972;      N;         80;   1169; Encerrado!
    1359;   22973;      N;         80;   1169; Encerrado!
    1359;   22974;      E;         90;   1169; Encerrado!
    1359;   22975;      N;         30;   1169; Encerrado!
    1359;   22976;      W;         50;   1169; Encerrado!
    1359;   22977;      W;         10;   1169; Encerrado!
    1359;   22978;      N;         30;   1169; Encerrado!
    1359;   22979;      S;         40;   1169; Encerrado!
    1359;   22980;      N;         90;   1169; Encerrado!
    1359;   22981;      S;         40;   1169; Encerrado!
    1359;   22982;      S;         10;   1169; Encerrado!
    1359;   22983;      S;         30;   1169; Encerrado!
    1359;   22984;      N;         90;   1169; Encerrado!
    1359;   22985;      W;         50;   1169; Encerrado!
    1359;   22987;      N;         90;   1169; Encerrado!
    1359;   22988;      N;        100;   1169; Encerrado!
    1359;   22986;      N;         70;   1169; Encerrado!
    1359;   22989;      W;         80;   1169; Encerrado!
    1359;   22990;      S;         10;   1169; Encerrado!
    1359;   22991;      N;         60;   1169; Encerrado!
    1360;   22992;      E;        100;   1170; Encerrado!
    1360;   22993;      E;         80;   1170; Encerrado!
    1360;   22994;      E;         70;   1170; Encerrado!
    1360;   22995;      N;         80;   1170; Encerrado!
    1360;   22996;      N;        100;   1170; Encerrado!
    1360;   22997;      E;         10;   1170; Encerrado!
    1360;   22998;      E;         30;   1170; Encerrado!
    1360;   22999;      W;         60;   1170; Encerrado!
    1360;   23000;      S;         20;   1170; Encerrado!
    1360;   23001;      S;         70;   1170; Encerrado!
    1360;   23002;      S;         80;   1170; Encerrado!
    1360;   23003;      N;         60;   1170; Encerrado!
    1361;   23004;      W;         80;   1171; Encerrado!
    1361;   23005;      E;         30;   1171; Encerrado!
    1361;   23006;      E;         70;   1171; Encerrado!
    1361;   23007;      S;         10;   1171; Encerrado!
    1361;   23008;      S;         30;   1171; Encerrado!
    1361;   23009;      N;         40;   1171; Encerrado!
    1361;   23010;      N;         10;   1171; Encerrado!
    1361;   23011;      E;         60;   1171; Encerrado!
    1361;   23012;      W;         50;   1171; Encerrado!
    1361;   23013;      W;         90;   1171; Encerrado!
    1361;   23014;      N;         30;   1171; Encerrado!
    1361;   23015;      E;         20;   1171; Encerrado!
    1361;   23016;      S;         40;   1171; Encerrado!
    1361;   23017;      N;         30;   1171; Encerrado!
    1361;   23018;      E;         90;   1171; Encerrado!
    1361;   23019;      W;         10;   1171; Encerrado!
    1361;   23020;      E;         70;   1171; Encerrado!
    1361;   23021;      N;         20;   1171; Encerrado!
    1361;   23022;      S;         90;   1171; Encerrado!
    1362;   23023;      S;        100;   1172; Encerrado!
    1362;   23024;      W;         70;   1171; Encerrado!
    1362;   23025;      E;         20;   1171; Encerrado!
    1362;   23026;      S;         50;   1171; Encerrado!
    1362;   23027;      E;         20;   1171; Encerrado!
    1362;   23028;      W;         90;   1171; Encerrado!
    1362;   23029;      W;         60;   1171; Encerrado!
    1362;   23031;      E;        100;   1171; Encerrado!
    1362;   23030;      N;         70;   1171; Encerrado!
    1362;   23032;      W;         10;   1171; Encerrado!
    1362;   23033;      W;        100;   1171; Encerrado!
    1362;   23034;      W;         90;   1171; Encerrado!
    1362;   23036;      E;         40;   1171; Encerrado!
    1362;   23037;      W;         10;   1171; Encerrado!
    1362;   23039;      N;         90;   1171; Encerrado!
    1363;   23040;      N;         30;   1172; Encerrado!
    1363;   23041;      S;         80;   1172; Encerrado!
    1363;   23042;      S;         10;   1172; Encerrado!
    1363;   23043;      W;         90;   1172; Encerrado!
    1363;   23044;      W;         60;   1172; Encerrado!
    1363;   23045;      S;         40;   1172; Encerrado!
    1363;   23046;      S;         70;   1172; Encerrado!
    1363;   23047;      E;         60;   1172; Encerrado!
    1363;   23048;      E;         40;   1172; Encerrado!
    1363;   23049;      N;         50;   1172; Encerrado!
    1363;   23050;      E;         20;   1172; Encerrado!
    1363;   23051;      S;         10;   1172; Encerrado!
    1363;   23052;      W;         70;   1172; Encerrado!
    1363;   23053;      W;         40;   1172; Encerrado!
    1363;   23054;      W;         40;   1172; Encerrado!
    1363;   23055;      E;         20;   1172; Encerrado!
    1363;    3220;      E;         80;   1338; Encerrado!
    1363;   23038;      S;         40;   1172; Encerrado!
    1363;   23057;      S;         30;   1172; Encerrado!
    1363;   23035;      W;         60;   1172; Encerrado!
    1363;   23058;      N;         30;   1172; Encerrado!
    1363;   23059;      W;         40;   1172; Encerrado!
    1363;   23060;      S;         10;   1172; Encerrado!
    1364;   23061;      W;         80;   1173; Encerrado!
    1364;   23062;      N;         20;   1173; Encerrado!
    1364;   23063;      W;         50;   1173; Encerrado!
    1364;   23064;      W;         20;   1173; Encerrado!
    1364;   23065;      W;         60;   1173; Encerrado!
    1364;   23066;      W;        100;   1173; Encerrado!
    1364;   23067;      W;         60;   1173; Encerrado!
    1364;   23068;      S;         10;   1173; Encerrado!
    1364;   23069;      W;         80;   1173; Encerrado!
    1364;   23070;      E;         70;   1173; Encerrado!
    1364;   23071;      E;         20;   1173; Encerrado!
    1364;   23072;      N;         40;   1173; Encerrado!
    1364;   23073;      N;         10;   1173; Encerrado!
    1365;   23074;      W;         10;   1174; Encerrado!
    1365;   23075;      W;         60;   1174; Encerrado!
    1365;   23076;      W;         70;   1174; Encerrado!
    1365;   23077;      W;         30;   1174; Encerrado!
    1365;   23078;      E;         70;   1174; Encerrado!
    1365;   23079;      S;         40;   1174; Encerrado!
    1365;   23080;      N;         90;   1174; Encerrado!
    1365;   23081;      E;         50;   1174; Encerrado!
    1365;   23082;      N;         80;   1174; Encerrado!
    1365;   23083;      N;         80;   1174; Encerrado!
    1365;   23084;      W;         50;   1174; Encerrado!
    1365;   23085;      E;         20;   1174; Encerrado!
    1365;   23086;      E;         30;   1174; Encerrado!
    1365;   23087;      W;         20;   1174; Encerrado!
    1365;   23088;      W;         50;   1174; Encerrado!
    1365;   23089;      E;         80;   1174; Encerrado!
    1365;   23090;      N;         50;   1174; Encerrado!
    1365;   23091;      S;         50;   1174; Encerrado!
    1365;   23093;      S;         60;   1174; Encerrado!
    1365;   23092;      N;         70;   1174; Encerrado!
    1366;   23094;      S;         90;   1175; Encerrado!
    1366;   23095;      W;         70;   1175; Encerrado!
    1366;   23096;      E;         50;   1175; Encerrado!
    1366;   23097;      W;         40;   1175; Encerrado!
    1366;   23098;      N;         20;   1175; Encerrado!
    1366;   23099;      S;         80;   1175; Encerrado!
    1366;   23100;      S;         50;   1175; Encerrado!
    1366;   23101;      W;         40;   1175; Encerrado!
    1366;   23102;      W;         40;   1175; Encerrado!
    1366;   23103;      S;         70;   1175; Encerrado!
    1366;   23104;      E;         20;   1175; Encerrado!
    1366;   23105;      S;         20;   1175; Encerrado!
    1366;   23107;      W;         60;   1175; Encerrado!
    1366;   23108;      W;         60;   1175; Encerrado!
    1366;   23106;      S;         40;   1175; Encerrado!
    1367;   23109;      S;         70;   1176; Encerrado!
    1367;   23110;      W;         70;   1176; Encerrado!
    1367;   23111;      N;         60;   1176; Encerrado!
    1367;   23112;      W;         10;   1176; Encerrado!
    1367;   23113;      S;         80;   1176; Encerrado!
    1367;   23114;      W;         60;   1176; Encerrado!
    1367;   23115;      N;         20;   1176; Encerrado!
    1367;   23116;      N;         50;   1176; Encerrado!
    1367;   23117;      N;         40;   1176; Encerrado!
    1367;   23118;      S;         60;   1176; Encerrado!
    1367;   23119;      N;         40;   1176; Encerrado!
    1367;   23120;      S;        100;   1176; Encerrado!
    1367;   23121;      E;         50;   1176; Encerrado!
    1367;   23122;      N;         10;   1176; Encerrado!
    1367;   23123;      W;         70;   1176; Encerrado!
    1367;   23124;      N;         80;   1176; Encerrado!
    1367;   23125;      E;         40;   1176; Encerrado!
    1367;   23126;      N;         30;   1176; Encerrado!
    1367;   23127;      S;         60;   1176; Encerrado!
    1367;   23128;      E;        100;   1176; Encerrado!
    1367;   23129;      N;        100;   1176; Encerrado!
    1367;   23130;      W;         70;   1176; Encerrado!
    1367;   23131;      N;        100;   1176; Encerrado!
    1368;   23132;      N;        100;   1176; Encerrado!
    1368;   23133;      E;        100;   1176; Encerrado!
    1368;   23134;      W;         80;   1176; Encerrado!
    1368;   23135;      S;         50;   1176; Encerrado!
    1368;   23136;      E;         80;   1176; Encerrado!
    1368;   23137;      N;         80;   1176; Encerrado!
    1368;   23138;      S;         50;   1176; Encerrado!
    1368;   23139;      W;         90;   1176; Encerrado!
    1368;   23140;      W;         20;   1176; Encerrado!
    1368;   23141;      N;        100;   1176; Encerrado!
    1368;   23142;      S;         30;   1176; Encerrado!
    1368;   23143;      N;         80;   1176; Encerrado!
    1368;   23144;      E;         10;   1176; Encerrado!
    1368;   23145;      S;         90;   1176; Encerrado!
    1369;   23146;      S;         40;   1177; Encerrado!
    1369;   23147;      S;         50;   1177; Encerrado!
    1369;   23148;      S;         60;   1177; Encerrado!
    1369;   23149;      S;         30;   1177; Encerrado!
    1369;   23150;      N;         30;   1177; Encerrado!
    1369;   23151;      S;         60;   1177; Encerrado!
    1369;   23152;      W;         80;   1177; Encerrado!
    1369;   23153;      E;         30;   1177; Encerrado!
    1369;   23154;      S;         20;   1177; Encerrado!
    1369;   23155;      S;         30;   1177; Encerrado!
    1369;   23156;      W;         10;   1177; Encerrado!
    1369;   23157;      N;         80;   1177; Encerrado!
    1369;   23158;      W;         70;   1177; Encerrado!
    1369;   23159;      N;         60;   1177; Encerrado!
    1369;   23160;      W;         20;   1177; Encerrado!
    1369;   23161;      S;         90;   1177; Encerrado!
    1369;   23162;      N;        100;   1177; Encerrado!
    1369;   23163;      W;         70;   1177; Encerrado!
    1369;   23164;      E;         50;   1177; Encerrado!
    1370;   23165;      S;         90;   1178; Encerrado!
    1370;   23166;      N;         90;   1178; Encerrado!
    1370;   23167;      E;         40;   1178; Encerrado!
    1370;   23168;      E;         90;   1178; Encerrado!
    1370;   23169;      E;         70;   1178; Encerrado!
    1370;   23170;      S;         40;   1178; Encerrado!
    1370;   23171;      S;         90;   1178; Encerrado!
    1370;   23172;      N;         40;   1178; Encerrado!
    1370;   23173;      S;         60;   1178; Encerrado!
    1370;   23174;      E;         90;   1178; Encerrado!
    1370;   23175;      S;         90;   1178; Encerrado!
    1370;   23176;      E;         40;   1178; Encerrado!
    1370;   23177;      S;        100;   1178; Encerrado!
    1370;   23178;      N;        100;   1178; Encerrado!
    1370;   23179;      W;         60;   1178; Encerrado!
    1370;   23180;      W;         20;   1178; Encerrado!
    1371;   23181;      E;         20;   1179; Encerrado!
    1371;   23182;      W;         40;   1179; Encerrado!
    1371;   23183;      W;         20;   1179; Encerrado!
    1371;   23184;      N;         80;   1179; Encerrado!
    1371;   23185;      N;         90;   1179; Encerrado!
    1371;   23186;      E;         20;   1179; Encerrado!
    1371;   23187;      W;         30;   1179; Encerrado!
    1371;   23188;      W;         70;   1179; Encerrado!
    1371;   23189;      S;        100;   1179; Encerrado!
    1371;   23190;      E;         40;   1179; Encerrado!
    1371;   23191;      N;         40;   1179; Encerrado!
    1371;   23192;      E;         30;   1179; Encerrado!
    1371;   23193;      S;         50;   1179; Encerrado!
    1371;   23194;      E;         60;   1179; Encerrado!
    1371;   23195;      W;        100;   1179; Encerrado!
    1371;   23196;      W;         40;   1179; Encerrado!
    1371;   23197;      E;         20;   1179; Encerrado!
    1371;   23198;      E;         60;   1179; Encerrado!
    1372;   23199;      N;        100;   1180; Encerrado!
    1372;   23200;      N;         90;   1180; Encerrado!
    1372;   23201;      S;         90;   1180; Encerrado!
    1372;   23202;      S;         30;   1180; Encerrado!
    1372;    3242;      E;         70;   1347; Encerrado!
    1372;   23204;      N;         30;   1180; Encerrado!
    1372;   23205;      N;         90;   1180; Encerrado!
    1372;   23206;      N;        100;   1180; Encerrado!
    1372;   23207;      W;        100;   1180; Encerrado!
    1372;   23208;      N;         20;   1180; Encerrado!
    1372;   23209;      W;         70;   1180; Encerrado!
    1372;   23210;      N;         30;   1180; Encerrado!
    1372;   23211;      W;         50;   1180; Encerrado!
    1373;   23212;      S;         30;   1181; Encerrado!
    1373;   23213;      W;         30;   1181; Encerrado!
    1373;   23214;      W;         60;   1181; Encerrado!
    1373;   23215;      E;         40;   1181; Encerrado!
    1373;   23216;      N;        100;   1181; Encerrado!
    1373;   23217;      S;         40;   1180; Encerrado!
    1373;   23218;      W;         80;   1180; Encerrado!
    1373;   23219;      E;         30;   1180; Encerrado!
    1373;   23220;      W;         30;   1180; Encerrado!
    1373;   23221;      E;         40;   1180; Encerrado!
    1373;   23222;      N;         50;   1180; Encerrado!
    1373;   23223;      W;         10;   1180; Encerrado!
    1373;   23224;      W;        100;   1180; Encerrado!
    1373;   23225;      N;         10;   1180; Encerrado!
    1373;   23226;      E;         60;   1180; Encerrado!
    1373;   23228;      S;         40;   1180; Encerrado!
    1373;   23229;      E;         70;   1180; Encerrado!
    1373;   23230;      E;         50;   1180; Encerrado!
    1374;   23231;      N;        100;   1181; Encerrado!
    1374;   23232;      N;         70;   1181; Encerrado!
    1374;   23233;      E;        100;   1181; Encerrado!
    1374;   23234;      W;         20;   1181; Encerrado!
    1374;   23227;      N;         70;   1181; Encerrado!
    1374;   23235;      N;         20;   1181; Encerrado!
    1374;   23236;      E;         40;   1181; Encerrado!
    1374;   23237;      S;         10;   1181; Encerrado!
    1374;   23238;      N;         90;   1181; Encerrado!
    1374;   23239;      S;        100;   1181; Encerrado!
    1374;   23240;      S;         10;   1181; Encerrado!
    1375;   23241;      W;         30;   1182; Encerrado!
    1375;   23242;      W;         60;   1182; Encerrado!
    1375;   23243;      N;         40;   1182; Encerrado!
    1375;   23244;      E;         80;   1182; Encerrado!
    1375;   23245;      W;         90;   1182; Encerrado!
    1375;   23246;      E;         70;   1182; Encerrado!
    1375;   23247;      N;         90;   1182; Encerrado!
    1375;    3249;      W;         60;   1350; Encerrado!
    1375;   23249;      N;         50;   1182; Encerrado!
    1375;   23250;      W;         10;   1182; Encerrado!
    1375;   23251;      S;         10;   1182; Encerrado!
    1375;   23252;      S;         70;   1182; Encerrado!
    1376;   23253;      E;         30;   1183; Encerrado!
    1376;   23254;      W;         10;   1183; Encerrado!
    1377;   23255;      N;         80;   1184; Encerrado!
    1377;   23256;      E;         10;   1184; Encerrado!
    1377;   23257;      N;         80;   1184; Encerrado!
    1377;   23258;      W;         30;   1184; Encerrado!
    1377;   23259;      E;         40;   1184; Encerrado!
    1377;   23260;      W;         70;   1184; Encerrado!
    1377;   23261;      W;         30;   1184; Encerrado!
    1377;   23262;      N;         10;   1184; Encerrado!
    1377;   23263;      N;         60;   1184; Encerrado!
    1377;   23264;      W;         50;   1184; Encerrado!
    1377;   23265;      E;         60;   1184; Encerrado!
    1377;   23266;      S;        100;   1184; Encerrado!
    1377;   23267;      E;        100;   1184; Encerrado!
    1377;    3252;      E;         90;   1352; Encerrado!
    1377;   23269;      W;         10;   1184; Encerrado!
    1377;   23270;      N;         30;   1184; Encerrado!
    1377;   23271;      W;         40;   1184; Encerrado!
    1377;   23272;      W;        100;   1184; Encerrado!
    1377;   23273;      E;         60;   1184; Encerrado!
    1377;   23274;      E;         60;   1184; Encerrado!
    1378;   23275;      S;         30;   1185; Encerrado!
    1378;   23276;      S;         20;   1185; Encerrado!
    1378;   23277;      W;         80;   1185; Encerrado!
    1378;   23278;      W;         50;   1185; Encerrado!
    1378;   23279;      S;         30;   1185; Encerrado!
    1378;   23280;      S;         70;   1185; Encerrado!
    1378;   23281;      S;        100;   1185; Encerrado!
    1378;   23282;      W;         70;   1185; Encerrado!
    1378;   23283;      N;         70;   1185; Encerrado!
    1378;   23284;      S;         60;   1185; Encerrado!
    1378;   23285;      E;         90;   1185; Encerrado!
    1378;   23286;      W;         10;   1185; Encerrado!
    1378;   23287;      E;         80;   1185; Encerrado!
    1378;   23288;      S;         70;   1185; Encerrado!
    1378;   23289;      S;         10;   1185; Encerrado!
    1379;   23290;      E;         30;   1186; Encerrado!
    1379;   23291;      N;         20;   1186; Encerrado!
    1379;   23292;      E;         30;   1186; Encerrado!
    1379;   23293;      E;         50;   1186; Encerrado!
    1379;   23294;      E;        100;   1186; Encerrado!
    1379;   23295;      E;         60;   1186; Encerrado!
    1379;   23296;      W;         50;   1186; Encerrado!
    1379;   23297;      E;         70;   1186; Encerrado!
    1379;   23298;      E;         10;   1186; Encerrado!
    1379;   23299;      W;         10;   1186; Encerrado!
    1379;   23300;      E;         60;   1186; Encerrado!
    1379;   23301;      S;         90;   1186; Encerrado!
    1379;    3257;      S;         40;   1354; Encerrado!
    1379;   23303;      N;         10;   1186; Encerrado!
    1379;   23304;      E;        100;   1186; Encerrado!
    1379;   23305;      S;         10;   1186; Encerrado!
    1379;   23306;      N;         90;   1186; Encerrado!
    1379;   23307;      E;         70;   1186; Encerrado!
    1379;   23308;      S;         50;   1186; Encerrado!
    1379;   23309;      N;         70;   1186; Encerrado!
    1379;   23310;      S;        100;   1186; Encerrado!
    1379;   23311;      S;         10;   1186; Encerrado!
    1380;   23312;      S;         60;   1187; Encerrado!
    1380;   23313;      W;         60;   1187; Encerrado!
    1380;   23314;      S;         10;   1187; Encerrado!
    1380;   23315;      N;         50;   1187; Encerrado!
    1380;   23316;      N;         90;   1187; Encerrado!
    1380;   23317;      W;         10;   1187; Encerrado!
    1380;   23319;      W;         80;   1187; Encerrado!
    1380;   23318;      E;        100;   1187; Encerrado!
    1380;   23320;      E;         70;   1187; Encerrado!
    1380;   23321;      W;        100;   1187; Encerrado!
    1380;   23322;      S;        100;   1187; Encerrado!
    1380;   23323;      W;         30;   1187; Encerrado!
    1380;   23324;      W;         20;   1187; Encerrado!
    1380;   23325;      E;         10;   1187; Encerrado!
    1380;   23326;      S;         80;   1187; Encerrado!
    1381;   23327;      N;         40;   1188; Encerrado!
    1381;   23328;      W;         10;   1188; Encerrado!
    1381;   23330;      N;         40;   1188; Encerrado!
    1381;   23329;      S;        100;   1188; Encerrado!
    1381;   23332;      W;         60;   1188; Encerrado!
    1381;   23333;      S;         20;   1188; Encerrado!
    1381;   23334;      E;         60;   1188; Encerrado!
    1381;   23335;      N;         10;   1188; Encerrado!
    1381;   23336;      N;         50;   1188; Encerrado!
    1381;   23337;      W;         50;   1188; Encerrado!
    1381;   23338;      S;         50;   1188; Encerrado!
    1381;   23339;      N;         50;   1188; Encerrado!
    1381;   23340;      S;         80;   1188; Encerrado!
    1381;   23341;      N;         30;   1188; Encerrado!
    1381;   23331;      N;         70;   1188; Encerrado!
    1381;   23343;      N;         90;   1188; Encerrado!
    1381;   23344;      N;         20;   1188; Encerrado!
    1381;   23345;      W;         70;   1188; Encerrado!
    1381;    3263;      E;         40;   1356; Encerrado!
    1381;   23346;      N;         10;   1188; Encerrado!
    1382;   23347;      N;         40;   1189; Encerrado!
    1382;   23348;      N;        100;   1188; Encerrado!
    1382;   23349;      W;         40;   1188; Encerrado!
    1382;   23350;      S;         70;   1188; Encerrado!
    1382;   23351;      W;         80;   1188; Encerrado!
    1382;   23352;      W;         10;   1188; Encerrado!
    1382;   23353;      W;         80;   1188; Encerrado!
    1382;   23354;      E;         30;   1188; Encerrado!
    1382;   23355;      S;         90;   1188; Encerrado!
    1382;   23356;      S;         20;   1188; Encerrado!
    1382;   23357;      W;         90;   1188; Encerrado!
    1382;   23358;      E;         90;   1188; Encerrado!
    1382;   23359;      W;         20;   1188; Encerrado!
    1382;   23360;      E;         30;   1188; Encerrado!
